2026-03-11T20:00	baseline (tech params)	val_sharpe=0.594	val_return=+20.4%	OOS=?
2026-03-11T20:02	SIGNAL_BULLISH_THRESHOLD 0.2→0.40	val_sharpe=0.964	val_return=?	OOS=?
2026-03-11T20:04	RISK_BASE_LIMIT 0.30→0.42	val_sharpe=1.080	val_return=+40.8%	OOS=0.68
