equity,sharpe,max_dd,path_id
1.0626309220696595,0.24203144418591557,0.4100263003445139,5
1.2323157005069223,0.8154949468185386,0.36369075169457,9
0.6969839159384119,-1.4603500176562274,0.5109676788954234,7
0.9101213985506874,-0.3829270514553827,0.4092625770713102,6
0.4479292014135932,-3.230255536371821,0.6085334426270219,8
2.707177362775294,3.9553788493702933,0.29906742238946205,3
0.25406985383966935,-5.646200435008204,0.7555838981768821,1
0.6009310147312312,-2.053808164959587,0.4482791104040753,4
1.2728484819658543,0.9645793040663857,0.3858264088109825,0
0.48131606994808046,-2.839277130319935,0.6204986223559561,2
0.7500054280664136,-1.182084013883887,0.49901714330072144,10
0.5160594550401969,-2.6837394991461774,0.6452017470756524,13
0.6463719896330694,-1.756321588412151,0.5972481895624963,11
1.454554664998042,1.4967422358989741,0.5879307814797835,17
0.4505814397873919,-3.1804658053271284,0.635384008152605,14
0.8163706053242066,-0.7916077858594351,0.6082457988384047,16
1.2676844506994094,0.9506349116874775,0.4606355165645889,12
1.1738665156159536,0.6304523511020845,0.5212517738700261,15
1.0240548110427814,0.09607797581334179,0.3326003610403242,18
0.4701254084760034,-2.993216389911337,0.7093711073733626,19
0.7965636402852361,-0.8979229567825905,0.559323128557988,22
0.8578505126163022,-0.6166484625315892,0.5096349520086949,20
0.5949053257790272,-2.0545063397698464,0.5744695669638453,24
0.7678820144203031,-1.099681263986781,0.4216919674825963,21
0.4021967198838547,-3.7022170759406863,0.7033611390139805,23
0.5789500605139116,-2.1998396963644504,0.4590023237612675,26
1.4808448483048344,1.5618700677119732,0.38158847210203106,25
1.111384472673234,0.43091351985240617,0.38351544516408775,28
0.7737792739700398,-1.0346803801204438,0.47548561894413777,27
0.953256758951424,-0.1924602080567528,0.3969097265187399,29
0.29007152745042125,-5.03409989725486,0.713031606146736,30
0.42886467094962527,-3.4162377817439418,0.5963404415038649,31
3.416158867474447,4.86596858292107,0.24394719733671644,34
0.9260243236637102,-0.30462262064939577,0.4086310257675747,33
0.9953566429516786,-0.018568257454826636,0.4729035942338683,32
1.0045672512694186,0.018042586592447483,0.5180431251272346,37
1.91927608326385,2.609734101204847,0.3479660431882514,36
1.1085086977589262,0.41211613123203455,0.47687266339335765,35
0.3592418170371663,-4.107266809579093,0.6708101302255064,39
1.0585753291709865,0.22084712229715564,0.3567720738390536,38
0.7839270522641081,-0.9621279255104357,0.5669967552185422,40
1.1398209600015197,0.523698583291454,0.4318062287532767,41
1.4891400459752093,1.6088901446186448,0.38268962141639495,42
1.164316481435964,0.5986065877049039,0.37196215660415977,43
0.37679734244955493,-3.990603420672273,0.7330283064538784,44
1.0282255214288591,0.11024910782408603,0.33449114662465607,45
0.6576333322653911,-1.6773358072283453,0.486117775020108,46
1.0344438717035727,0.13719768874912414,0.3360195205730837,47
0.37474831254168484,-3.9486557428702014,0.7649059840499832,48
0.6726626267545318,-1.6005091098726578,0.6338578019418053,49
