strategy_name,num_paths,equity_mean,equity_median,sharpe_mean,sharpe_median,max_dd_mean,max_dd_median
SMA_50_200_Cross,500,1.0517100672116182,0.8996714662862555,-0.3430320825492082,-0.4225333106201193,0.4705562671395011,0.45882684785937483
EMA_10_30_Cross,500,1.039180366212405,0.8925678018091805,-0.4193754643904981,-0.45172118919691884,0.47094047123083355,0.45766655467017703
MACD_RSI_Confirm,500,1.042051734484639,0.8921601316733806,-0.4289279521642757,-0.46149161155171103,0.4741768952497803,0.4667849963031576
Original_Default_Backtest,500,1.042051734484639,0.8921601316733806,-0.4289279521642757,-0.46149161155171103,0.4741768952497803,0.4667849963031576
MACD_Cross,500,1.0149055253701873,0.8903222290652433,-0.46123055954953307,-0.4671871654131875,0.4732787790726913,0.4695562498389222
RSI_30_70,500,0.9518649644736656,0.8603586213488796,-0.7319192707764566,-0.6581542132641769,0.46227887989586713,0.4540755873985852
